           time    cpu  task name                       wait time  sch delay   run time
                        [tid/pid]                          (msec)     (msec)     (msec)
 4282978.366409 [0000]  compiz[22415]                       0.005      0.000      0.011 
 4282978.366416 [0000]  <idle>                              0.011      0.000      0.006 
 4282978.366423 [0006]  Xorg[1930]                          0.002      0.001      0.014 
 4282978.366425 [0006]  <idle>                              0.014      0.000      0.002 
 4282978.366427 [0000]  compiz[22415]                       0.006      0.001      0.011 
 4282978.366433 [0000]  <idle>                              0.011      0.000      0.005 
 4282978.366440 [0006]  Xorg[1930]                          0.002      0.000      0.014 
 4282978.366443 [0006]  <idle>                              0.014      0.000      0.002 
 4282978.366445 [0000]  compiz[22415]                       0.005      0.000      0.011 
 4282978.366451 [0000]  <idle>                              0.011      0.000      0.005 
 4282978.366457 [0006]  Xorg[1930]                          0.002      0.000      0.014 
 4282978.366462 [0006]  <idle>                              0.014      0.000      0.005 
 4282978.366464 [0000]  compiz[22415]                       0.005      0.001      0.013 
 4282978.366471 [0000]  <idle>                              0.013      0.000      0.006 
 4282978.366477 [0006]  Xorg[1930]                          0.005      0.001      0.014 
 4282978.366500 [0006]  <idle>                              0.014      0.000      0.022 
 4282978.366502 [0000]  compiz[22415]                       0.006      0.001      0.031 
 4282978.366511 [0000]  <idle>                              0.031      0.000      0.008 
 4282978.366518 [0006]  Xorg[1930]                          0.022      0.001      0.017 
 4282978.366524 [0006]  <idle>                              0.017      0.000      0.006 
 4282978.366526 [0000]  compiz[22415]                       0.008      0.001      0.015 
 4282978.366533 [0000]  <idle>                              0.015      0.000      0.006 
 4282978.366544 [0006]  Xorg[1930]                          0.006      0.001      0.019 
 4282978.366547 [0006]  <idle>                              0.019      0.000      0.002 
 4282978.366548 [0000]  compiz[22415]                       0.006      0.001      0.015 
 4282978.366555 [0000]  <idle>                              0.015      0.000      0.006 
 4282978.366562 [0006]  Xorg[1930]                          0.002      0.001      0.015 
 4282978.366707 [0000]  compiz[22415]                       0.006      0.000      0.152 
 4282978.367756 [0000]  <idle>                              0.152      0.000      1.048 
 4282978.367769 [0006]  <idle>                              0.015      0.000      1.206 
 4282978.367785 [0006]  Xorg[1930]                          1.206      0.001      0.016 
 4282978.367840 [0006]  <idle>                              0.016      0.000      0.055 
 4282978.367843 [0000]  compiz[22415]                       1.048      0.001      0.086 
 4282978.367852 [0000]  <idle>                              0.086      0.000      0.008 
 4282978.367857 [0006]  Xorg[1930]                          0.055      0.001      0.017 
 4282978.368177 [0008]  <idle>                              0.304      0.000     28.890 
 4282978.368222 [0006]  <idle>                              0.017      0.000      0.364 
 4282978.368247 [0006]  Xorg[1930]                          0.364      0.002      0.024 
 4282978.368393 [0008]  irq/126-nvidia[2030]              215.753      0.004      0.216 
 4282978.368496 [0008]  <idle>                              0.216      0.000      0.102 
 4282978.368540 [0008]  irq/126-nvidia[2030]                0.102      0.002      0.043 
 4282978.368951 [0002]  <idle>                              0.012      0.000      2.722 
 4282978.368957 [0002]  fzf[5656/5655]                     10.090      0.002      0.006 
 4282978.369040 [0000]  compiz[22415]                       0.008      0.001      1.188 
 4282978.370840 [0011]  <idle>                              0.002      0.000      7.939 
 4282978.370843 [0011]  rcu_sched[8]                        7.939      0.004      0.003 
 4282978.373518 [0008]  <idle>                              0.043      0.000      4.978 
 4282978.373573 [0008]  irq/126-nvidia[2030]                4.978      0.002      0.055 
 4282978.373584 [0011]  <idle>                              0.003      0.000      2.740 
 4282978.374453 [0011]  nv_queue[2032]                    221.132      0.027      0.869 
 4282978.374874 [0004]  <idle>                              0.007      0.000      8.611 
 4282978.374877 [0004]  rcu_sched[8]                        4.030      0.002      0.003 
 4282978.376226 [0001]  <idle>                              0.007      0.000     10.119 
 4282978.376233 [0001]  fzf[21278/21277]                   10.119      0.002      0.006 
 4282978.382859 [0004]  <idle>                              0.003      0.000      7.981 
 4282978.382864 [0004]  rcu_sched[8]                        7.981      0.005      0.004 
 4282978.386858 [0008]  <idle>                              0.055      0.000     13.284 
 4282978.386863 [0008]  rcu_sched[8]                        3.994      0.002      0.005 
 4282978.394860 [0008]  <idle>                              0.005      0.000      7.996 
 4282978.394868 [0008]  rcu_sched[8]                        7.996      0.008      0.008 
 4282978.396177 [0008]  <idle>                              0.008      0.000      1.308 
 4282978.396192 [0008]  nextword[28035/28028]               0.000      0.004      0.014 
 4282978.402852 [0008]  <idle>                              0.014      0.000      6.660 
 4282978.402861 [0008]  rcu_sched[8]                        7.983      0.009      0.008 
 4282978.406313 [0008]  <idle>                              0.008      0.000      3.451 
 4282978.406332 [0008]  nextword[28035/28028]              10.120      0.009      0.019 
 4282978.406877 [0008]  <idle>                              0.019      0.000      0.545 
 4282978.406932 [0008]  containerd[10522/1459]             86.068      0.010      0.055 
 4282978.406944 [0005]  <idle>                              0.010      0.000     62.224 
 4282978.406965 [0001]  <idle>                              0.006      0.000     30.732 
 4282978.406970 [0005]  containerd[1778/1459]              86.123      0.046      0.026 
 4282978.406975 [0006]  <idle>                              0.024      0.000     38.728 
 4282978.407002 [0006]  containerd[14440/1459]             86.199      0.054      0.026 
 4282978.407023 [0006]  <idle>                              0.026      0.000      0.020 
 4282978.407031 [0001]  containerd[1869/1459]              86.182      0.054      0.065 
 4282978.407035 [0008]  <idle>                              0.055      0.000      0.102 
 4282978.407042 [0006]  containerd[2012/1459]             258.595      0.008      0.019 
 4282978.407043 [0005]  <idle>                              0.026      0.000      0.072 
 4282978.407057 [0005]  containerd[1778/1459]               0.072      0.005      0.014 
 4282978.407058 [0008]  containerd[22552/1459]            172.471      0.043      0.023 
 4282978.426661 [0005]  <idle>                              0.014      0.000     19.603 
 4282978.426661 [0011]  <idle>                              0.869      0.000     52.207 
 4282978.426701 [0005]  fzf[8489/4922]                     99.165      0.015      0.040 
 4282978.426701 [0011]  fzf[18638/18636]                   99.165      0.015      0.040 
 4282978.427614 [0002]  <idle>                              0.006      0.000     58.656 
 4282978.427614 [0008]  <idle>                              0.023      0.000     20.555 
 4282978.427642 [0008]  fzf[18637/18636]                   90.254      0.015      0.027 
 4282978.427642 [0002]  fzf[4923/4922]                     90.254      0.015      0.027 
 4282978.427806 [0011]  <idle>                              0.040      0.000      1.104 
 4282978.427806 [0005]  <idle>                              0.040      0.000      1.104 
 4282978.427869 [0011]  fzf[18638/18636]                    1.104      0.015      0.063 
 4282978.427869 [0005]  fzf[8489/4922]                      1.104      0.015      0.063 
 4282978.427904 [0001]  <idle>                              0.065      0.000     20.872 
